id	image_filename	mask_filename	match_type
DS_0105945	DS_0105945.jpg	DS_0105945.tif	exact
DS_0106105	DS_0106105.jpg	DS_0106105.tif	exact
DS_0106189	DS_0106189.jpg	DS_0106189.tif	exact
DS_0106317	DS_0106317.jpg	DS_0106317.tif	exact
DS_0106341	DS_0106341.jpg	DS_0106341.tif	exact
DS_0106389	DS_0106389.jpg	DS_0106389.tif	exact
DS_0106396	DS_0106396.jpg	DS_0106396.tif	exact
DS_0106461	DS_0106461.jpg	DS_0106461.tif	exact
DS_0106475	DS_0106475.jpg	DS_0106475.tif	exact
DS_0106521	DS_0106521.jpg	DS_0106521.tif	exact
DS_0106802	DS_0106802.jpg	DS_0106802.tif	exact
DS_0106953	DS_0106953.jpg	DS_0106953.tif	exact
DS_0107139	DS_0107139.jpg	DS_0107139.tif	exact
DS_0107226	DS_0107226.jpg	DS_0107226.tif	exact
DS_0107283	DS_0107283.jpg	DS_0107283.tif	exact
DS_0107315	DS_0107315.jpg	DS_0107315.tif	exact
DS_0107330	DS_0107330.jpg	DS_0107330.tif	exact
DS_0126647	DS_0126647.jpg	DS_0126647.TIF	exact
DS_0126718	DS_0126718.jpg	DS_0126718.TIF	exact
DS_0126791	DS_0126791.jpg	DS_0126791.TIF	exact
DS_0126823	DS_0126823.jpg	DS_0126823.TIF	exact
DS_0127164	DS_0127164.jpg	DS_0127164.TIF	exact
DS_0127177	DS_0127177.jpg	DS_0127177.TIF	exact
DS_0127277	DS_0127277.jpg	DS_0127277.TIF	exact
DS_0127379	DS_0127379.jpg	DS_0127379.TIF	exact
DS_0127486	DS_0127486.jpg	DS_0127486.TIF	exact
DS_0127553	DS_0127553.jpg	DS_0127553.TIF	exact
DS_0127800	DS_0127800.jpg	DS_0127800.TIF	exact
DS_0127805	DS_0127805.jpg	DS_0127805.tiff	exact
DS_0127904	DS_0127904.jpg	DS_0127904.tiff	exact
DS_0128046	DS_0128046.jpg	DS_0128046.tiff	exact
DS_0128051	DS_0128051.jpg	DS_0128051.tiff	exact
DS_0128115	DS_0128115.jpg	DS_0128115.tiff	exact
DS_0128406	DS_0128406.jpg	DS_0128406.tiff	exact
DS_0128603	DS_0128603.jpg	DS_0128603.tiff	exact
DS_0128621	DS_0128621.jpg	DS_0128621.tiff	exact
DS_0128755	DS_0128755.jpg	DS_0128755.tiff	exact
DS_0128820	DS_0128820.jpg	DS_0128820.tiff	exact
DS_0129056	DS_0129056.jpg	DS_0129056.tiff	exact
DS_0129060	DS_0129060.jpg	DS_0129060.tiff	exact
DS_0129207	DS_0129207.jpg	DS_0129207.tiff	exact
DS_0129212	DS_0129212.jpg	DS_0129212.tiff	exact
DS_0129310	DS_0129310.jpg	DS_0129310.tiff	exact
DS_0129320	DS_0129320.jpg	DS_0129320.tiff	exact
DS_0129331	DS_0129331.jpg	DS_0129331.tiff	exact
DS_0129377	DS_0129377.jpg	DS_0129377.tiff	exact
DS_0129421	DS_0129421.jpg	DS_0129421.tiff	exact
DS_0129440	DS_0129440.jpg	DS_0129440.tiff	exact
DS_0129533	DS_0129533.jpg	DS_0129533.tiff	exact
DS_0129566	DS_0129566.jpg	DS_0129566.tiff	exact
DS_0129737	DS_0129737.jpg	DS_0129737.tiff	exact
DS_0129739	DS_0129739.jpg	DS_0129739.tiff	exact
DS_0129828	DS_0129828.jpg	DS_0129828.tiff	exact
DS_0130067	DS_0130067.jpg	DS_0130067.tiff	exact
DS_0130080	DS_0130080.jpg	DS_0130080.tiff	exact
DS_0130150	DS_0130150.jpg	DS_0130150.tiff	exact
DS_0132960	DS_0132960.jpg	DS_0132960.tif	exact
DS_0133099	DS_0133099.jpg	DS_0133099.tif	exact
DS_0133158	DS_0133158.jpg	DS_0133158.tif	exact
DS_0133644	DS_0133644.jpg	DS_0133644.tif	exact
DS_0133710	DS_0133710.jpg	DS_0133710.tif	exact
DS_0133772	DS_0133772.jpg	DS_0133772.tif	exact
DS_0133843	DS_0133843.jpg	DS_0133843.tif	exact
DS_0133906	DS_0133906.jpg	DS_0133906.tif	exact
DS_0134089	DS_0134089.jpg	DS_0134089.tif	exact
DS_0134092	DS_0134092.jpg	DS_0134092.tif	exact
DS_0134307	DS_0134307.jpg	DS_0134307.tif	exact
DS_0134439	DS_0134439.jpg	DS_0134439.tif	exact
DS_0134458	DS_0134458.jpg	DS_0134458.tif	exact
DS_0134643	DS_0134643.jpg	DS_0134643.tif	exact
DS_0134995	DS_0134995.jpg	DS_0134995.tif	exact
DS_0135062	DS_0135062.jpg	DS_0135062.tif	exact
DS_0135070	DS_0135070.jpg	DS_0135070.tif	exact
DS_0135273	DS_0135273.jpg	DS_0135273.tif	exact
DS_0135497	DS_0135497.jpg	DS_0135497.tif	exact
DS_0135649	DS_0135649.jpg	DS_0135649.tif	exact
DS_0135659	DS_0135659.jpg	DS_0135659.tif	exact
DS_0135679	DS_0135679.jpg	DS_0135679.tif	exact
DS_0135761	DS_0135761.jpg	DS_0135761.tif	exact
DS_0135775	DS_0135775.jpg	DS_0135775.tif	exact
DS_0135856	DS_0135856.jpg	DS_0135856.tif	exact
DS_0135925	DS_0135925.jpg	DS_0135925.tif	exact
DS_0135963	DS_0135963.jpg	DS_0135963.tif	exact
DS_0136057	DS_0136057.jpg	DS_0136057.tif	exact
DS_0136134	DS_0136134.jpg	DS_0136134.tif	exact
DS_0136135	DS_0136135.jpg	DS_0136135.tif	exact
DS_0136195	DS_0136195.jpg	DS_0136195.tif	exact
DS_0136319	DS_0136319.jpg	DS_0136319.tif	exact
DS_0136459	DS_0136459.jpg	DS_0136459.tif	exact
DS_0136556	DS_0136556.jpg	DS_0136556.tif	exact
DS_0136603	DS_0136603.jpg	DS_0136603.tif	exact
DS_0136639	DS_0136639.jpg	DS_0136639.tif	exact
DS_0136653	DS_0136653.jpg	DS_0136653.tif	exact
DS_0136771	DS_0136771.jpg	DS_0136771.tif	exact
DS_0136817	DS_0136817.jpg	DS_0136817.tif	exact
DS_0136878	DS_0136878.jpg	DS_0136878.tif	exact
DS_0137044	DS_0137044.jpg	DS_0137044.tif	exact
DS_0137136	DS_0137136.jpg	DS_0137136.tif	exact
DS_0137250	DS_0137250.jpg	DS_0137250.tif	exact
DS_0137256	DS_0137256.jpg	DS_0137256.tif	exact
DS_0137435	DS_0137435.jpg	DS_0137435.tif	exact
DS_0137489	DS_0137489.jpg	DS_0137489.tif	exact
DS_0137517	DS_0137517.jpg	DS_0137517.tif	exact
DS_0137534	DS_0137534.jpg	DS_0137534.tif	exact
DS_0137603	DS_0137603.jpg	DS_0137603.tif	exact
DS_0137620	DS_0137620.jpg	DS_0137620.tif	exact
DS_0137676	DS_0137676.jpg	DS_0137676.tif	exact
DS_0137747	DS_0137747.jpg	DS_0137747.tif	exact
DS_0137888	DS_0137888.jpg	DS_0137888.tif	exact
DS_0137938	DS_0137938.jpg	DS_0137938.tif	exact
DS_0138185	DS_0138185.jpg	DS_0138185.tif	exact
DS_0138208	DS_0138208.jpg	DS_0138208.tif	exact
DS_0138228	DS_0138228.jpg	DS_0138228.tif	exact
DS_0138426	DS_0138426.jpg	DS_0138426.tif	exact
DS_0138517	DS_0138517.jpg	DS_0138517.tif	exact
DS_0138631	DS_0138631.jpg	DS_0138631.tif	exact
DS_0138930	DS_0138930.jpg	DS_0138930.tif	exact
DS_0138975	DS_0138975.jpg	DS_0138975.tif	exact
DS_0139112	DS_0139112.jpg	DS_0139112.tif	exact
DS_0139131	DS_0139131.jpg	DS_0139131.tif	exact
DS_0139306	DS_0139306.jpg	DS_0139306.tif	exact
DS_0139330	DS_0139330.jpg	DS_0139330.tiff	exact
DS_0139377	DS_0139377.jpg	DS_0139377.tiff	exact
DS_0139421	DS_0139421.jpg	DS_0139421.tiff	exact
DS_0139513	DS_0139513.jpg	DS_0139513.tiff	exact
DS_0139819	DS_0139819.jpg	DS_0139819.tiff	exact
DS_0139960	DS_0139960.jpg	DS_0139960.tiff	exact
DS_0140351	DS_0140351.jpg	DS_0140351.tiff	exact
DS_0140495	DS_0140495.jpg	DS_0140495.tiff	exact
DS_0140694	DS_0140694.jpg	DS_0140694.tiff	exact
DS_0140716	DS_0140716.jpg	DS_0140716.tiff	exact
DS_0140860	DS_0140860.jpg	DS_0140860.tiff	exact
DS_0141000	DS_0141000.jpg	DS_0141000.tiff	exact
DS_0141357	DS_0141357.jpg	DS_0141357.tiff	exact
DS_0141585	DS_0141585.jpg	DS_0141585.tiff	exact
DS_0141685	DS_0141685.jpg	DS_0141685.tiff	exact
DS_0141844	DS_0141844.jpg	DS_0141844.tiff	exact
DS_0141910	DS_0141910.jpg	DS_0141910.tiff	exact
DS_0141980	DS_0141980.jpg	DS_0141980.tiff	exact
DS_0142048	DS_0142048.jpg	DS_0142048.tiff	exact
DS_0142077	DS_0142077.jpg	DS_0142077.tiff	exact
DS_0142104	DS_0142104.jpg	DS_0142104.tiff	exact
DS_0142186	DS_0142186.jpg	DS_0142186.tiff	exact
DS_0142229	DS_0142229.jpg	DS_0142229.tiff	exact
DS_0142314	DS_0142314.jpg	DS_0142314.tiff	exact
DS_0142368	DS_0142368.jpg	DS_0142368.tiff	exact
DS_0142448	DS_0142448.jpg	DS_0142448.tiff	exact
DS_0142484	DS_0142484.jpg	DS_0142484.tiff	exact
DS_0142642	DS_0142642.jpg	DS_0142642.tiff	exact
DS_0142897	DS_0142897.jpg	DS_0142897.tiff	exact
DS_0142971	DS_0142971.jpg	DS_0142971.tiff	exact
DS_0143424	DS_0143424.jpg	DS_0143424.tiff	exact
DS_0143440	DS_0143440.jpg	DS_0143440.tiff	exact
DS_0143471	DS_0143471.jpg	DS_0143471.tiff	exact
DS_0143545	DS_0143545.jpg	DS_0143545.tiff	exact
DS_0143783	DS_0143783.jpg	DS_0143783.tiff	exact
DS_0144064	DS_0144064.jpg	DS_0144064.tiff	exact
DS_0144239	DS_0144239.jpg	DS_0144239.tiff	exact
DS_0144483	DS_0144483.jpg	DS_0144483.tiff	exact
DS_0144621	DS_0144621.jpg	DS_0144621.tiff	exact
DS_0145332	DS_0145332.jpg	DS_0145332.tiff	exact
DS_0145425	DS_0145425.jpg	DS_0145425.tiff	exact
DS_0145533	DS_0145533.jpg	DS_0145533.tiff	exact
DS_0145596	DS_0145596.jpg	DS_0145596.tiff	exact
DS_0146028	DS_0146028.jpg	DS_0146028.tiff	exact
DS_0146595	DS_0146595.jpg	DS_0146595.tiff	exact
DS_0146711	DS_0146711.jpg	DS_0146711.tiff	exact
DS_0146763	DS_0146763.jpg	DS_0146763.tiff	exact
DS_0147624	DS_0147624.jpg	DS_0147624.tiff	exact
DS_0147637	DS_0147637.jpg	DS_0147637.tiff	exact
DS_0147775	DS_0147775.jpg	DS_0147775.tiff	exact
DS_0148113	DS_0148113.jpg	DS_0148113.tiff	exact
DS_0148954	DS_0148954.jpg	DS_0148954.tiff	exact
DS_0150058	DS_0150058.jpg	DS_0150058.tiff	exact
DS_0150376	DS_0150376.jpg	DS_0150376.tiff	exact
DS_0150546	DS_0150546.jpg	DS_0150546.tiff	exact
DS_0150551	DS_0150551.jpg	DS_0150551.tiff	exact
DS_0150836	DS_0150836.jpg	DS_0150836.tiff	exact
DS_0150952	DS_0150952.jpg	DS_0150952.tiff	exact
DS_0152033	DS_0152033.jpg	DS_0152033.tiff	exact
DS_0152105	DS_0152105.jpg	DS_0152105.tiff	exact
DS_0152198	DS_0152198.jpg	DS_0152198.tiff	exact
DS_0152728	DS_0152728.jpg	DS_0152728.tiff	exact
DS_0153257	DS_0153257.jpg	DS_0153257.tiff	exact
DS_0153270	DS_0153270.jpg	DS_0153270.tiff	exact
DS_0153304	DS_0153304.jpg	DS_0153304.tiff	exact
DS_0153407	DS_0153407.jpg	DS_0153407.tiff	exact
DS_0153522	DS_0153522.jpg	DS_0153522.tiff	exact
DS_0153753	DS_0153753.jpg	DS_0153753.tiff	exact
DS_0153992	DS_0153992.jpg	DS_0153992.tiff	exact
DS_0154087	DS_0154087.jpg	DS_0154087.tiff	exact
DS_0154329	DS_0154329.jpg	DS_0154329.tiff	exact
DS_0154594	DS_0154594.jpg	DS_0154594.tiff	exact
DS_0154817	DS_0154817.jpg	DS_0154817.tiff	exact
DS_0154994	DS_0154994.jpg	DS_0154994.tiff	exact
DS_0155193	DS_0155193.jpg	DS_0155193.tiff	exact
DS_0155304	DS_0155304.jpg	DS_0155304.tiff	exact
DS_0155512	DS_0155512.jpg	DS_0155512.tiff	exact
DS_0155567	DS_0155567.jpg	DS_0155567.tiff	exact
DS_0155885	DS_0155885.jpg	DS_0155885.tiff	exact
DS_0156026	DS_0156026.jpg	DS_0156026.tiff	exact
DS_0156625	DS_0156625.jpg	DS_0156625.tiff	exact
DS_0156713	DS_0156713.jpg	DS_0156713.tiff	exact
DS_0156900	DS_0156900.jpg	DS_0156900.tiff	exact
DS_0157164	DS_0157164.jpg	DS_0157164.tiff	exact
DS_0157328	DS_0157328.jpg	DS_0157328.tiff	exact
DS_0157458	DS_0157458.jpg	DS_0157458.tiff	exact
DS_0157493	DS_0157493.jpg	DS_0157493.tiff	exact
DS_0157499	DS_0157499.jpg	DS_0157499.tiff	exact
DS_0157507	DS_0157507.jpg	DS_0157507.tiff	exact
DS_0157539	DS_0157539.jpg	DS_0157539.tiff	exact
DS_0157615	DS_0157615.jpg	DS_0157615.tiff	exact
DS_0157864	DS_0157864.jpg	DS_0157864.tiff	exact
DS_0158011	DS_0158011.jpg	DS_0158011.tiff	exact
DS_0158184	DS_0158184.jpg	DS_0158184.tiff	exact
DS_0158265	DS_0158265.jpg	DS_0158265.tiff	exact
DS_0158347	DS_0158347.jpg	DS_0158347.tiff	exact
DS_0158780	DS_0158780.jpg	DS_0158780.tiff	exact
DS_0158939	DS_0158939.jpg	DS_0158939.tiff	exact
DS_0159086	DS_0159086.jpg	DS_0159086.tiff	exact
DS_0159323	DS_0159323.jpg	DS_0159323.tiff	exact
DS_0159489	DS_0159489.jpg	DS_0159489.tiff	exact
DS_0159828	DS_0159828.jpg	DS_0159828.tiff	exact
DS_0160161	DS_0160161.jpg	DS_0160161.tiff	exact
DS_0160428	DS_0160428.jpg	DS_0160428.tiff	exact
DS_0160574	DS_0160574.jpg	DS_0160574.tiff	exact
DS_0160677	DS_0160677.jpg	DS_0160677.tiff	exact
DS_0160742	DS_0160742.jpg	DS_0160742.tiff	exact
DS_0161048	DS_0161048.jpg	DS_0161048.tiff	exact
DS_0161492	DS_0161492.jpg	DS_0161492.tiff	exact
DS_0161582	DS_0161582.jpg	DS_0161582.tiff	exact
DS_0161604	DS_0161604.jpg	DS_0161604.tiff	exact
DS_0162012	DS_0162012.jpg	DS_0162012.tiff	exact
DS_0162087	DS_0162087.jpg	DS_0162087.tiff	exact
DS_0162178	DS_0162178.jpg	DS_0162178.tiff	exact
DS_0162738	DS_0162738.jpg	DS_0162738.tiff	exact
DS_0163115	DS_0163115.jpg	DS_0163115.tiff	exact
DS_0163235	DS_0163235.jpg	DS_0163235.tiff	exact
DS_0163355	DS_0163355.jpg	DS_0163355.tiff	exact
DS_0163431	DS_0163431.jpg	DS_0163431.tiff	exact
DS_0163621	DS_0163621.jpg	DS_0163621.tiff	exact
DS_0163831	DS_0163831.jpg	DS_0163831.tiff	exact
DS_0164011	DS_0164011.jpg	DS_0164011.tiff	exact
DS_0164060	DS_0164060.jpg	DS_0164060.tiff	exact
DS_0164119	DS_0164119.jpg	DS_0164119.tiff	exact
DS_0164313	DS_0164313.jpg	DS_0164313.tiff	exact
DS_0164322	DS_0164322.jpg	DS_0164322.tiff	exact
DS_0164685	DS_0164685.jpg	DS_0164685.tiff	exact
DS_0164751	DS_0164751.jpg	DS_0164751.tiff	exact
DS_0164924	DS_0164924.jpg	DS_0164924.tiff	exact
DS_0164973	DS_0164973.jpg	DS_0164973.tiff	exact
EH112408per192_CNP	EH112408per192_CNP.JPG	EH112408per192_CNP.tiff	exact
EH112408per192_NCP	EH112408per192_NCP.JPG	EH112408per192_NCP.tiff	exact
GK112408per194_CNP	GK112408per194_CNP.JPG	GK112408per194_CNP.tiff	exact
GS121908per199_CNP	GS121908per199_CNP.JPG	GS121908per199_CNP.tiff	exact
GS121908per199_CP	GS121908per199_CP.JPG	GS121908per199_CP.tiff	exact
GS121908per199_NCP	GS121908per199_NCP.JPG	GS121908per199_NCP.tiff	exact
ISIC_0024331	ISIC_0024331.jpg	ISIC_0024331.tiff	exact
ISIC_0024332	ISIC_0024332.jpg	ISIC_0024332.tiff	exact
ISIC_0024345	ISIC_0024345.jpg	ISIC_0024345.tiff	exact
ISIC_0024360	ISIC_0024360.jpg	ISIC_0024360.tiff	exact
ISIC_0024403	ISIC_0024403.jpg	ISIC_0024403.tiff	exact
ISIC_0024431	ISIC_0024431.jpg	ISIC_0024431.tiff	exact
ISIC_0024432	ISIC_0024432.jpg	ISIC_0024432.tiff	exact
ISIC_0024436	ISIC_0024436.jpg	ISIC_0024436.tiff	exact
ISIC_0024443	ISIC_0024443.jpg	ISIC_0024443.tiff	exact
ISIC_0024448	ISIC_0024448.jpg	ISIC_0024448.tiff	exact
ISIC_0024452	ISIC_0024452.jpg	ISIC_0024452.tiff	exact
ISIC_0024454	ISIC_0024454.jpg	ISIC_0024454.tiff	exact
ISIC_0024457	ISIC_0024457.jpg	ISIC_0024457.tiff	exact
ISIC_0024461	ISIC_0024461.jpg	ISIC_0024461.tiff	exact
ISIC_0024472	ISIC_0024472.jpg	ISIC_0024472.tiff	exact
ISIC_0024504	ISIC_0024504.jpg	ISIC_0024504.tiff	exact
ISIC_0024550	ISIC_0024550.jpg	ISIC_0024550.tiff	exact
ISIC_0024564	ISIC_0024564.jpg	ISIC_0024564.tiff	exact
ISIC_0024572	ISIC_0024572.jpg	ISIC_0024572.tiff	exact
ISIC_0024573	ISIC_0024573.jpg	ISIC_0024573.tiff	exact
ISIC_0024590	ISIC_0024590.jpg	ISIC_0024590.tiff	exact
ISIC_0024632	ISIC_0024632.jpg	ISIC_0024632.tiff	exact
ISIC_0024634	ISIC_0024634.jpg	ISIC_0024634.tiff	exact
ISIC_0024665	ISIC_0024665.jpg	ISIC_0024665.tiff	exact
ISIC_0024795	ISIC_0024795.jpg	ISIC_0024795.tiff	exact
ISIC_0024799	ISIC_0024799.jpg	ISIC_0024799.tiff	exact
ISIC_0024829	ISIC_0024829.jpg	ISIC_0024829.tiff	exact
ISIC_0024848	ISIC_0024848.jpg	ISIC_0024848.tiff	exact
ISIC_0024885	ISIC_0024885.jpg	ISIC_0024885.tiff	exact
ISIC_0024949	ISIC_0024949.jpg	ISIC_0024949.tiff	exact
ISIC_0025046	ISIC_0025046.jpg	ISIC_0025046.tiff	exact
ISIC_0025102	ISIC_0025102.jpg	ISIC_0025102.tiff	exact
ISIC_0025144	ISIC_0025144.jpg	ISIC_0025144.tiff	exact
ISIC_0025260	ISIC_0025260.jpg	ISIC_0025260.tiff	exact
ISIC_0025285	ISIC_0025285.jpg	ISIC_0025285.tiff	exact
ISIC_0025299	ISIC_0025299.jpg	ISIC_0025299.tiff	exact
ISIC_0025301	ISIC_0025301.jpg	ISIC_0025301.tiff	exact
ISIC_0025362	ISIC_0025362.jpg	ISIC_0025362.tiff	exact
ISIC_0025383	ISIC_0025383.jpg	ISIC_0025383.tiff	exact
ISIC_0025433	ISIC_0025433.jpg	ISIC_0025433.tiff	exact
ISIC_0025467	ISIC_0025467.jpg	ISIC_0025467.tiff	exact
ISIC_0025509	ISIC_0025509.jpg	ISIC_0025509.tiff	exact
ISIC_0025513	ISIC_0025513.jpg	ISIC_0025513.tiff	exact
ISIC_0025557	ISIC_0025557.jpg	ISIC_0025557.tiff	exact
ISIC_0025576	ISIC_0025576.jpg	ISIC_0025576.tiff	exact
ISIC_0025584	ISIC_0025584.jpg	ISIC_0025584.tiff	exact
ISIC_0025601	ISIC_0025601.jpg	ISIC_0025601.tiff	exact
ISIC_0025700	ISIC_0025700.jpg	ISIC_0025700.tiff	exact
ISIC_0025752	ISIC_0025752.jpg	ISIC_0025752.tiff	exact
ISIC_0025826	ISIC_0025826.jpg	ISIC_0025826.tiff	exact
ISIC_0025932	ISIC_0025932.jpg	ISIC_0025932.tiff	exact
ISIC_0025975	ISIC_0025975.jpg	ISIC_0025975.tiff	exact
ISIC_0026056	ISIC_0026056.jpg	ISIC_0026056.tiff	exact
ISIC_0026074	ISIC_0026074.jpg	ISIC_0026074.tiff	exact
ISIC_0026090	ISIC_0026090.jpg	ISIC_0026090.tiff	exact
ISIC_0026091	ISIC_0026091.jpg	ISIC_0026091.tiff	exact
ISIC_0026117	ISIC_0026117.jpg	ISIC_0026117.tiff	exact
ISIC_0026118	ISIC_0026118.jpg	ISIC_0026118.tiff	exact
ISIC_0026154	ISIC_0026154.jpg	ISIC_0026154.tiff	exact
ISIC_0026192	ISIC_0026192.jpg	ISIC_0026192.tiff	exact
ISIC_0026213	ISIC_0026213.jpg	ISIC_0026213.tiff	exact
ISIC_0026282	ISIC_0026282.jpg	ISIC_0026282.tiff	exact
ISIC_0026321	ISIC_0026321.jpg	ISIC_0026321.tiff	exact
ISIC_0026324	ISIC_0026324.jpg	ISIC_0026324.tiff	exact
ISIC_0026439	ISIC_0026439.jpg	ISIC_0026439.tiff	exact
ISIC_0026442	ISIC_0026442.jpg	ISIC_0026442.tiff	exact
ISIC_0026528	ISIC_0026528.jpg	ISIC_0026528.tiff	exact
ISIC_0026593	ISIC_0026593.jpg	ISIC_0026593.tiff	exact
ISIC_0026656	ISIC_0026656.jpg	ISIC_0026656.tiff	exact
ISIC_0026829	ISIC_0026829.jpg	ISIC_0026829.tiff	exact
ISIC_0026831	ISIC_0026831.jpg	ISIC_0026831.tiff	exact
ISIC_0026855	ISIC_0026855.jpg	ISIC_0026855.tiff	exact
ISIC_0026952	ISIC_0026952.jpg	ISIC_0026952.tiff	exact
ISIC_0027038	ISIC_0027038.jpg	ISIC_0027038.tiff	exact
ISIC_0027337	ISIC_0027337.jpg	ISIC_0027337.tiff	exact
ISIC_0027433	ISIC_0027433.jpg	ISIC_0027433.tiff	exact
ISIC_0027601	ISIC_0027601.jpg	ISIC_0027601.tiff	exact
ISIC_0027920	ISIC_0027920.jpg	ISIC_0027920.tiff	exact
ISIC_0028050	ISIC_0028050.jpg	ISIC_0028050.tiff	exact
ISIC_0028653	ISIC_0028653.jpg	ISIC_0028653.tiff	exact
ISIC_0028693	ISIC_0028693.jpg	ISIC_0028693.tiff	exact
ISIC_0028747	ISIC_0028747.jpg	ISIC_0028747.tiff	exact
ISIC_0029919	ISIC_0029919.jpg	ISIC_0029919.tiff	exact
ISIC_0030010	ISIC_0030010.jpg	ISIC_0030010.tiff	exact
ISIC_0030094	ISIC_0030094.jpg	ISIC_0030094.tiff	exact
ISIC_0030138	ISIC_0030138.jpg	ISIC_0030138.tiff	exact
ISIC_0030261	ISIC_0030261.jpg	ISIC_0030261.tiff	exact
ISIC_0030349	ISIC_0030349.jpg	ISIC_0030349.tiff	exact
ISIC_0030403	ISIC_0030403.jpg	ISIC_0030403.tiff	exact
ISIC_0030446	ISIC_0030446.jpg	ISIC_0030446.tiff	exact
ISIC_0030511	ISIC_0030511.jpg	ISIC_0030511.tiff	exact
ISIC_0030528	ISIC_0030528.jpg	ISIC_0030528.tiff	exact
ISIC_0030594	ISIC_0030594.jpg	ISIC_0030594.tiff	exact
ISIC_0030690	ISIC_0030690.jpg	ISIC_0030690.tiff	exact
ISIC_0030712	ISIC_0030712.jpg	ISIC_0030712.tiff	exact
ISIC_0030737	ISIC_0030737.jpg	ISIC_0030737.tiff	exact
ISIC_0030746	ISIC_0030746.jpg	ISIC_0030746.tiff	exact
ISIC_0030782	ISIC_0030782.jpg	ISIC_0030782.tiff	exact
ISIC_0030893	ISIC_0030893.jpg	ISIC_0030893.tiff	exact
ISIC_0030964	ISIC_0030964.jpg	ISIC_0030964.tiff	exact
ISIC_0031041	ISIC_0031041.jpg	ISIC_0031041.tiff	exact
ISIC_0031062	ISIC_0031062.jpg	ISIC_0031062.tiff	exact
ISIC_0031095	ISIC_0031095.jpg	ISIC_0031095.tiff	exact
ISIC_0031122	ISIC_0031122.jpg	ISIC_0031122.tiff	exact
ISIC_0031140	ISIC_0031140.jpg	ISIC_0031140.tiff	exact
ISIC_0031166	ISIC_0031166.jpg	ISIC_0031166.tiff	exact
ISIC_0031171	ISIC_0031171.jpg	ISIC_0031171.tiff	exact
ISIC_0031225	ISIC_0031225.jpg	ISIC_0031225.tiff	exact
ISIC_0031245	ISIC_0031245.jpg	ISIC_0031245.tiff	exact
ISIC_0031272	ISIC_0031272.jpg	ISIC_0031272.tiff	exact
